run,data_stream,timestamp,version,check,raw:count,raw:total_size_gb,raw:size_per_file_gb,trigprim:count,trigprim:total_size_gb,trigprim:size_per_file_gb,full-reconstructed:count,full-reconstructed:total_size_gb,full-reconstructed:size_per_file_gb,full-reconstructed:check,root-tuple-virtual:count,root-tuple-virtual:total_size_gb,root-tuple-virtual:size_per_file_gb,root-tuple-virtual:check
28321,calibration,20240729T170023Z,unknown,,8,24.018,3.00225,,,,,,,,,,,
28322,cosmics,20240729T170106Z,v09_91_02d01,,6,25.742,4.2903329999999995,,,,6,10.88,1.813333,0,6,0.0,0.0,0
28323,calibration,20240729T170304Z,unknown,,8,24.12,3.015,,,,,,,,,,,
28324,calibration,20240729T170548Z,unknown,,8,24.008,3.001,,,,,,,,,,,
28325,calibration,20240729T170831Z,unknown,,8,24.017,3.002125,,,,,,,,,,,
28326,cosmics,20240729T171147Z,v09_91_02d01,,7,26.958,3.851142,,,,7,11.287,1.6124280000000002,0,7,0.0,0.0,0
28327,calibration,20240729T171115Z,unknown,,8,24.009,3.001125,,,,,,,,,,,
28328,calibration,20240729T171401Z,unknown,,8,24.535,3.066875,,,,,,,,,,,
28329,calibration,20240729T171648Z,unknown,,8,24.565,3.070625,,,,,,,,,,,
28330,cosmics,20240729T171732Z,v09_91_02d01,,7,27.429,3.918428,,,,7,11.389,1.627,0,7,0.0,0.0,0
28331,cosmics,20240729T172549Z,v09_91_02d01,,6,25.607,4.2678329999999995,,,,6,10.6,1.7666659999999998,0,6,0.0,0.0,0
28332,calibration,20240729T173841Z,unknown,,8,24.129,3.016125,,,,,,,,,,,
28333,calibration,20240729T174123Z,unknown,,8,23.989,2.998625,,,,,,,,,,,
28334,calibration,20240729T174406Z,unknown,,8,24.022,3.00275,,,,,,,,,,,
28335,calibration,20240729T174647Z,unknown,,8,23.997,2.999625,,,,,,,,,,,
28336,calibration,20240729T174929Z,unknown,,8,24.113,3.014125,,,,,,,,,,,
28337,calibration,20240729T175211Z,unknown,,8,24.015,3.001875,,,,,,,,,,,
28338,calibration,20240729T175454Z,unknown,,8,24.114,3.01425,,,,,,,,,,,
28339,calibration,20240729T175739Z,unknown,,8,24.65,3.08125,,,,,,,,,,,
28340,calibration,20240729T180022Z,unknown,,8,24.64,3.08,,,,,,,,,,,
28341,calibration,20240729T180305Z,unknown,,8,24.555,3.069375,,,,,,,,,,,
28342,calibration,20240729T180549Z,unknown,,8,24.645,3.080625,,,,,,,,,,,
28344,calibration,20240729T204824Z,unknown,,8,24.03,3.00375,,,,,,,,,,,
28345,calibration,20240729T205105Z,unknown,,8,24.119,3.014875,,,,,,,,,,,
28346,calibration,20240729T205348Z,unknown,,8,24.111,3.013875,,,,,,,,,,,
28347,calibration,20240729T205629Z,unknown,,8,24.018,3.00225,,,,,,,,,,,
28349,calibration,20240729T211519Z,unknown,,8,24.112,3.014,,,,,,,,,,,
28350,calibration,20240729T211804Z,unknown,,8,24.127,3.015875,,,,,,,,,,,
28351,calibration,20240729T211835Z,unknown,,8,2.319,0.289875,,,,,,,,,,,
28352,calibration,20240729T212044Z,unknown,,8,24.002,3.00025,,,,,,,,,,,
28353,calibration,20240729T212308Z,unknown,,8,2.319,0.289875,,,,,,,,,,,
28354,calibration,20240729T212326Z,unknown,,8,24.009,3.001125,,,,,,,,,,,
28355,calibration,20240729T212606Z,unknown,,8,24.018,3.00225,,,,,,,,,,,
28356,calibration,20240729T212738Z,unknown,,8,2.321,0.290125,,,,,,,,,,,
28357,calibration,20240729T212848Z,unknown,,8,24.118,3.01475,,,,,,,,,,,
28358,calibration,20240729T213209Z,unknown,,8,2.32,0.29,,,,,,,,,,,
28359,calibration,20240729T213641Z,unknown,,8,2.318,0.28975,,,,,,,,,,,
28360,calibration,20240729T214112Z,unknown,,8,2.307,0.288375,,,,,,,,,,,
28361,calibration,20240729T220107Z,unknown,,8,6.936,0.867,,,,,,,,,,,
28363,calibration,20240729T221010Z,unknown,,8,27.119,3.389875,,,,,,,,,,,
28364,calibration,20240729T221247Z,unknown,,8,6.937,0.867125,,,,,,,,,,,
28365,calibration,20240729T221721Z,unknown,,8,6.937,0.867125,,,,,,,,,,,
28366,calibration,20240729T222158Z,unknown,,8,6.936,0.867,,,,,,,,,,,
28367,calibration,20240729T222922Z,unknown,,8,13.241,1.655125,,,,,,,,,,,
28368,calibration,20240729T223105Z,unknown,,8,6.955,0.869375,,,,,,,,,,,
28369,calibration,20240729T223541Z,unknown,,8,6.951,0.868875,,,,,,,,,,,
28370,calibration,20240729T224016Z,unknown,,8,6.95,0.86875,,,,,,,,,,,
28371,calibration,20240729T224452Z,unknown,,8,6.951,0.868875,,,,,,,,,,,
28372,calibration,20240729T224925Z,unknown,,8,6.952,0.869,,,,,,,,,,,
28373,calibration,20240729T225834Z,unknown,,8,6.996,0.8745,,,,,,,,,,,
28374,calibration,20240729T230309Z,unknown,,8,6.995,0.874375,,,,,,,,,,,
28375,calibration,20240729T230744Z,unknown,,8,6.994,0.87425,,,,,,,,,,,
28376,calibration,20240729T231217Z,unknown,,8,6.997,0.874625,,,,,,,,,,,
28377,calibration,20240729T231655Z,unknown,,8,6.997,0.874625,,,,,,,,,,,
28378,calibration,20240729T232404Z,unknown,,8,13.346,1.66825,,,,,,,,,,,
28379,calibration,20240730T000700Z,unknown,,8,13.334,1.66675,,,,,,,,,,,
28380,calibration,20240730T001557Z,unknown,,8,13.445,1.680625,,,,,,,,,,,
28381,calibration,20240730T002226Z,unknown,,8,13.447,1.680875,,,,,,,,,,,
28382,calibration,20240730T003332Z,unknown,,8,13.447,1.680875,,,,,,,,,,,
28383,calibration,20240730T004219Z,unknown,,8,13.342,1.66775,,,,,,,,,,,
28384,calibration,20240730T004935Z,unknown,,8,13.342,1.66775,,,,,,,,,,,
28385,calibration,20240730T010150Z,unknown,,8,13.454,1.68175,,,,,,,,,,,
28386,calibration,20240730T011144Z,unknown,,8,13.348,1.6685,,,,,,,,,,,
28387,calibration,20240730T012331Z,unknown,,8,24.119,3.014875,,,,,,,,,,,
28388,calibration,20240730T013104Z,unknown,,8,24.014,3.00175,,,,,,,,,,,
28389,calibration,20240730T013348Z,unknown,,8,24.02,3.0025,,,,,,,,,,,
28390,calibration,20240730T013630Z,unknown,,8,24.13,3.01625,,,,,,,,,,,
28391,calibration,20240730T013912Z,unknown,,8,24.01,3.00125,,,,,,,,,,,
28392,calibration,20240730T014154Z,unknown,,8,24.018,3.00225,,,,,,,,,,,
28393,calibration,20240730T014436Z,unknown,,8,24.125,3.015625,,,,,,,,,,,
28394,calibration,20240730T014717Z,unknown,,8,24.118,3.01475,,,,,,,,,,,
28395,calibration,20240730T015003Z,unknown,,8,24.013,3.001625,,,,,,,,,,,
28396,calibration,20240730T015250Z,unknown,,8,24.112,3.014,,,,,,,,,,,
28397,calibration,20240730T015533Z,unknown,,8,24.112,3.014,,,,,,,,,,,
28398,calibration,20240730T015815Z,unknown,,8,24.025,3.003125,,,,,,,,,,,
28399,calibration,20240730T020056Z,unknown,,8,24.02,3.0025,,,,,,,,,,,
28400,calibration,20240730T020337Z,unknown,,8,24.012,3.0015,,,,,,,,,,,
28401,calibration,20240730T020618Z,unknown,,8,24.02,3.0025,,,,,,,,,,,
28402,calibration,20240730T020859Z,unknown,,8,24.119,3.014875,,,,,,,,,,,
28403,calibration,20240730T021138Z,unknown,,8,24.036,3.0045,,,,,,,,,,,
28404,calibration,20240730T021422Z,unknown,,8,24.03,3.00375,,,,,,,,,,,
28405,calibration,20240730T021708Z,unknown,,8,24.015,3.001875,,,,,,,,,,,
28406,calibration,20240730T021951Z,unknown,,8,24.005,3.000625,,,,,,,,,,,
28407,calibration,20240730T022233Z,unknown,,8,24.014,3.00175,,,,,,,,,,,
28408,calibration,20240730T022515Z,unknown,,8,24.013,3.001625,,,,,,,,,,,
28409,calibration,20240730T022756Z,unknown,,8,24.014,3.00175,,,,,,,,,,,
28410,calibration,20240730T023035Z,unknown,,8,24.0,3.0,,,,,,,,,,,
28411,calibration,20240730T023317Z,unknown,,8,24.119,3.014875,,,,,,,,,,,
28412,calibration,20240730T023558Z,unknown,,8,24.122,3.01525,,,,,,,,,,,
28413,calibration,20240730T023838Z,unknown,,8,24.024,3.003,,,,,,,,,,,
28414,calibration,20240730T024118Z,unknown,,8,24.105,3.013125,,,,,,,,,,,
28415,calibration,20240730T024358Z,unknown,,8,24.014,3.00175,,,,,,,,,,,
28416,calibration,20240730T024640Z,unknown,,8,24.014,3.00175,,,,,,,,,,,
28417,calibration,20240730T024924Z,unknown,,8,24.118,3.01475,,,,,,,,,,,
28418,calibration,20240730T025204Z,unknown,,8,24.12,3.015,,,,,,,,,,,
28419,calibration,20240730T025443Z,unknown,,8,24.014,3.00175,,,,,,,,,,,
28420,calibration,20240730T025722Z,unknown,,8,24.017,3.002125,,,,,,,,,,,
28421,calibration,20240730T030005Z,unknown,,8,24.126,3.01575,,,,,,,,,,,
28422,calibration,20240730T030245Z,unknown,,8,24.114,3.01425,,,,,,,,,,,
28423,calibration,20240730T030525Z,unknown,,8,24.111,3.013875,,,,,,,,,,,
28424,calibration,20240730T030807Z,unknown,,8,24.008,3.001,,,,,,,,,,,
28425,calibration,20240730T031046Z,unknown,,8,24.12,3.015,,,,,,,,,,,
28426,calibration,20240730T031327Z,unknown,,8,24.021,3.002625,,,,,,,,,,,
28427,calibration,20240730T031606Z,unknown,,8,24.003,3.000375,,,,,,,,,,,
28428,calibration,20240730T031846Z,unknown,,8,24.119,3.014875,,,,,,,,,,,
28429,calibration,20240730T032129Z,unknown,,8,24.12,3.015,,,,,,,,,,,
28430,calibration,20240730T032414Z,unknown,,8,24.122,3.01525,,,,,,,,,,,
28431,calibration,20240730T032653Z,unknown,,8,23.518,2.93975,,,,,,,,,,,
28432,calibration,20240730T032932Z,unknown,,8,24.016,3.002,,,,,,,,,,,
28433,calibration,20240730T033215Z,unknown,,8,24.121,3.015125,,,,,,,,,,,
28434,calibration,20240730T033458Z,unknown,,8,24.138,3.01725,,,,,,,,,,,
28435,calibration,20240730T033738Z,unknown,,8,24.018,3.00225,,,,,,,,,,,
28437,calibration,20240730T051611Z,unknown,,8,24.007,3.000875,,,,,,,,,,,
28438,calibration,20240730T051859Z,unknown,,8,24.0,3.0,,,,,,,,,,,
28439,calibration,20240730T052140Z,unknown,,8,24.117,3.014625,,,,,,,,,,,
28440,calibration,20240730T052421Z,unknown,,8,24.007,3.000875,,,,,,,,,,,
28441,calibration,20240730T052706Z,unknown,,8,24.028,3.0035,,,,,,,,,,,
28442,calibration,20240730T052943Z,unknown,,8,24.015,3.001875,,,,,,,,,,,
28443,calibration,20240730T053223Z,unknown,,8,24.122,3.01525,,,,,,,,,,,
28444,calibration,20240730T053503Z,unknown,,8,24.141,3.017625,,,,,,,,,,,
28445,calibration,20240730T053741Z,unknown,,8,24.122,3.01525,,,,,,,,,,,
28446,calibration,20240730T054022Z,unknown,,8,24.105,3.013125,,,,,,,,,,,
28447,calibration,20240730T054303Z,unknown,,8,24.021,3.002625,,,,,,,,,,,
28448,calibration,20240730T054546Z,unknown,,8,24.121,3.015125,,,,,,,,,,,
28449,calibration,20240730T054921Z,unknown,,8,24.11,3.01375,,,,,,,,,,,
28450,calibration,20240730T055205Z,unknown,,8,24.016,3.002,,,,,,,,,,,
28451,calibration,20240730T055446Z,unknown,,8,24.119,3.014875,,,,,,,,,,,
28452,calibration,20240730T055725Z,unknown,,8,24.015,3.001875,,,,,,,,,,,
28453,calibration,20240730T060006Z,unknown,,8,24.125,3.015625,,,,,,,,,,,
28454,calibration,20240730T060246Z,unknown,,8,24.002,3.00025,,,,,,,,,,,
28455,calibration,20240730T060525Z,unknown,,8,24.127,3.015875,,,,,,,,,,,
28456,calibration,20240730T060806Z,unknown,,8,24.135,3.016875,,,,,,,,,,,
28457,calibration,20240730T061048Z,unknown,,8,23.997,2.999625,,,,,,,,,,,
28458,calibration,20240730T061328Z,unknown,,8,24.111,3.013875,,,,,,,,,,,
28459,calibration,20240730T061609Z,unknown,,8,24.009,3.001125,,,,,,,,,,,
28460,calibration,20240730T061848Z,unknown,,8,24.126,3.01575,,,,,,,,,,,
28461,calibration,20240730T062130Z,unknown,,8,24.119,3.014875,,,,,,,,,,,
28462,calibration,20240730T062411Z,unknown,,8,24.113,3.014125,,,,,,,,,,,
28463,calibration,20240730T062652Z,unknown,,8,24.015,3.001875,,,,,,,,,,,
28464,calibration,20240730T062934Z,unknown,,8,24.108,3.0135,,,,,,,,,,,
28465,calibration,20240730T063218Z,unknown,,8,24.235,3.029375,,,,,,,,,,,
28468,cosmics,20240730T075751Z,v09_91_02d01,,208,852.652,4.099288,7,26.505,3.786428,208,92.821,0.44625400000000004,0,208,0.012,5.7e-05,0
28469,cosmics,20240730T080954Z,v09_91_02d01,,128,542.466,4.238015000000001,17,67.832,3.990117,128,77.819,0.6079600000000001,0,128,0.036,0.00028100000000000005,0
28470,cosmics,20240730T081911Z,v09_91_02d01,,200,839.227,4.196135,22,91.301,4.150045,200,151.723,0.758615,0,200,1.277,0.006384,0
28471,cosmics,20240730T083126Z,v09_91_02d01,,72,289.048,4.014555,9,36.683,4.075888,72,52.564,0.7300549999999999,0,72,1.132,0.015722,0
28473,cosmics,20240730T083904Z,v09_91_02d01,,64,260.631,4.072359,8,33.463,4.182875,64,46.124,0.720687,0,64,1.006,0.015718,0
28474,cosmics,20240730T084532Z,v09_91_02d01,,192,810.042,4.218968,22,92.566,4.207545,192,141.574,0.737364,0,192,3.955,0.020597999999999998,0
28475,cosmics,20240730T090112Z,v09_91_02d01,,48,176.49,3.676875,8,31.535,3.941875,48,30.596,0.6374160000000001,0,48,0.969,0.020187,0
28476,cosmics,20240730T090506Z,v09_91_02d01,,88,365.306,4.151204,12,50.252,4.187666,88,63.038,0.71634,0,88,2.372,0.026954000000000002,0
28477,cosmics,20240730T091441Z,v09_91_02d01,,152,625.868,4.117552,19,79.109,4.1636310000000005,152,107.557,0.707611,0,152,4.306,0.028328,0
28478,cosmics,20240730T094422Z,v09_91_02d01,,250,1059.748,4.2389920000000005,280,1185.283,4.233153000000001,250,182.491,0.7299640000000001,0,250,7.143,0.028572,0
28479,cosmics,20240730T115139Z,v09_91_02d01,,204,850.559,4.169406,296,1256.095,4.243564,204,80.097,0.392632,0,204,7.671,0.037602,0
28481,calibration,20240730T122751Z,unknown,,8,2.319,0.289875,,,,,,,,,,,
28483,calibration,20240730T123226Z,unknown,,8,2.323,0.290375,,,,,,,,,,,
28485,calibration,20240730T123701Z,unknown,,8,2.322,0.29025,,,,,,,,,,,
28486,calibration,20240730T124135Z,unknown,,8,2.315,0.289375,,,,,,,,,,,
28487,calibration,20240730T124607Z,unknown,,8,0.009,0.001125,,,,,,,,,,,
28488,calibration,20240730T125041Z,unknown,,8,2.304,0.288,,,,,,,,,,,
28489,calibration,20240730T125540Z,unknown,,8,2.323,0.290375,,,,,,,,,,,
28491,calibration,20240730T130011Z,unknown,,8,2.321,0.290125,,,,,,,,,,,
28492,calibration,20240730T130444Z,unknown,,8,2.323,0.290375,,,,,,,,,,,
28493,calibration,20240730T130916Z,unknown,,8,2.32,0.29,,,,,,,,,,,
28494,calibration,20240730T131352Z,unknown,,8,2.319,0.289875,,,,,,,,,,,
28495,calibration,20240730T131827Z,unknown,,8,2.323,0.290375,,,,,,,,,,,
28496,calibration,20240730T132337Z,unknown,,8,2.321,0.290125,,,,,,,,,,,
28497,calibration,20240730T132809Z,unknown,,8,2.317,0.289625,,,,,,,,,,,
28498,calibration,20240730T133243Z,unknown,,8,2.322,0.29025,,,,,,,,,,,
28499,calibration,20240730T133718Z,unknown,,8,2.322,0.29025,,,,,,,,,,,
28500,calibration,20240730T134151Z,unknown,,8,2.322,0.29025,,,,,,,,,,,
28501,calibration,20240730T134624Z,unknown,,8,2.322,0.29025,,,,,,,,,,,
28502,cosmics,20240730T142055Z,v09_91_02d01,,24,99.368,4.140333,28,118.506,4.232357,24,17.095,0.712291,0,24,0.635,0.026458,0
28503,cosmics,20240730T142708Z,v09_91_02d01,,52,214.45,4.124038,33,139.368,4.223272,52,36.957,0.710711,0,52,1.528,0.029384,0
28504,cosmics,20240730T144737Z,unknown,,,,,21,85.339,4.063761,,,,,,,,
28505,cosmics,20240730T151604Z,unknown,,,,,48,202.302,4.214625,,,,,,,,
28506,cosmics,20240730T154110Z,unknown,,,,,10,39.956,3.9956,,,,,,,,
28507,cosmics,20240730T154928Z,unknown,,,,,14,55.649,3.974928,,,,,,,,
28508,cosmics,20240730T160925Z,v09_91_02d01,,12,49.213,4.101083,28,118.176,4.220571,12,6.085,0.5070830000000001,0,12,0.203,0.016916,0
28509,cosmics,20240730T162042Z,unknown,,,,,14,57.246,4.089,,,,,,,,
28510,cosmics,20240730T173612Z,v09_91_02d01,,1417,5954.563,4.202232,2052,8709.245,4.2442709999999995,1415,559.544,0.39543700000000004,-2,1415,52.691,0.037237,-2
28511,cosmics,20240730T163305Z,v09_91_02d01,,14,59.51,4.250714,,,,14,25.075,1.7910709999999999,0,14,0.0,0.0,0
28512,cosmics,20240730T164419Z,v09_91_02d01,,39,165.584,4.245743,,,,39,69.791,1.789512,0,39,0.001,2.5e-05,0
28514,cosmics,20240731T081237Z,v09_91_02d01,,22,91.062,4.139181,36,150.514,4.180944,22,8.647,0.39304500000000003,0,22,0.794,0.036090000000000004,0
28515,cosmics,20240731T082550Z,v09_91_02d01,,2,8.285,4.1425,9,34.269,3.807666,2,0.796,0.398,0,2,0.062,0.031,0
28516,cosmics,20240731T090557Z,v09_91_02d01,,364,1524.697,4.188728,527,2243.778,4.257643,364,143.776,0.394989,0,364,13.714,0.037675,0
28517,cosmics,20240731T091324Z,v09_91_02d01,,4,16.406,4.1015,,,,4,6.917,1.72925,0,4,0.0,0.0,0
28518,calibration,20240731T122502Z,unknown,,16,46.211,2.888187,,,,,,,,,,,
28519,calibration,20240731T123317Z,unknown,,8,6.941,0.867625,,,,,,,,,,,
28520,physics,20240731T123901Z,v09_91_02d01,,232,957.152,4.125655,,,,232,96.072,0.414103,0,232,8.364,0.036051,0
28523,cosmics,20240731T130518Z,unknown,,,,,27,112.57,4.169259,,,,,,,,
28524,physics,20240801T014540Z,v09_91_02d01,,7433,31686.172,4.262904000000001,,,,7428,3161.897,0.42567200000000005,-5,7428,283.112,0.038113999999999995,-5
28526,physics,20240801T064856Z,v09_91_02d01,,1264,5296.285,4.190098,,,,1264,528.761,0.418323,0,1264,47.706,0.037742,0
28528,physics,20240802T041644Z,v09_91_02d01,,15608,66442.83,4.256971999999999,,,,10592,7953.091,0.7508579999999999,-5016,10592,299.726,0.028297,-5016
28536,physics,20240802T131052Z,v09_91_02d01,,1031,4381.813,4.250061,,,,1030,772.739,0.750232,-1,1030,29.393,0.028536000000000002,-1
28542,cosmics,20240802T163748Z,v09_91_02d01,,2264,9618.809,4.24859,380,1605.399,4.224734000000001,2256,1652.042,0.732288,-8,2256,64.472,0.028578,-8
28543,cosmics,20240802T194838Z,v09_91_02d01,,214,909.876,4.251757,360,1517.601,4.215558,214,156.803,0.732724,0,214,6.171,0.028835999999999997,0
28544,cosmics,20240802T223355Z,unknown,,,,,173,722.959,4.178953000000001,,,,,,,,
28545,cosmics,20240803T065018Z,unknown,,,,,2652,11157.909,4.207356,,,,,,,,
28546,cosmics,20240803T191755Z,v09_91_02d01,,448,1905.623,4.253622,77,325.176,4.223064,448,328.039,0.732229,0,448,12.575,0.028069,0
28547,physics,20240803T202015Z,v09_91_02d01,,608,2563.839,4.21684,,,,608,463.824,0.7628680000000001,0,608,17.02,0.027992999999999997,0
28548,physics,20240804T133233Z,v09_91_02d01,,22184,94595.874,4.2641480000000005,,,,22147,17086.905,0.771522,-37,22147,624.722,0.028207,-37
28549,physics,20240805T065540Z,v09_91_02d01,,672,2853.983,4.246998,,,,672,506.165,0.753221,0,672,19.108,0.028434,0
28550,physics,20240805T103233Z,v09_91_02d01,,13912,59327.114,4.264456,,,,3810,2949.754,0.7742129999999999,-10102,3810,106.168,0.027864999999999997,-10102
28556,cosmics,20240806T054029Z,unknown,,,,,1293,5465.007,4.22661,,,,,,,,
28557,physics,20240807T011703Z,unknown,,15904,67731.425,4.258766,,,,,,,,,,,
28558,physics,20240807T072930Z,unknown,,4768,20241.137,4.245203999999999,,,,,,,,,,,
28563,cosmics,20240807T140108Z,unknown,,,,,2461,10359.858,4.209613,,,,,,,,
28577,cosmics,20240808T074813Z,unknown,,120,479.175,3.993125,21,88.7,4.223809,,,,,,,,
28578,physics,20240808T080119Z,unknown,,4064,17239.113,4.241907,,,,,,,,,,,
28586,cosmics,20240808T134321Z,unknown,,472,1984.171,4.203752000000001,66,276.657,4.191772,,,,,,,,
28588,physics,20240808T142608Z,unknown,,360,1504.487,4.17913,,,,,,,,,,,
28589,cosmics,20240808T150401Z,unknown,,,,,8,32.577,4.072125,,,,,,,,
28590,physics,20240808T152439Z,v09_91_02d01,,10023,42557.455,4.245979,,,,9246,6888.271,0.745,-777,9246,259.21,0.028034,-777
28595,physics,20240809T065246Z,v09_91_02d01,,2992,12704.23,4.246066,,,,2991,2220.127,0.742269,-1,2991,83.822,0.028024,-1
28600,cosmics,20240809T124550Z,v09_91_02d01,,1392,5894.197,4.234336,235,988.956,4.208323,1391,1009.444,0.725696,-1,1390,38.238,0.027509,-2
28601,cosmics,20240809T144003Z,v09_91_02d01,,24,75.79,3.157916,4,16.436,4.109,24,12.96,0.54,0,24,0.479,0.019958,0
28602,physics,20240809T145057Z,v09_91_02d01,,1232,5212.683,4.231073,,,,1231,909.676,0.738973,-1,1231,34.645,0.028143,-1
28605,physics,20240811T094144Z,v09_91_02d01,,59016,250898.733,4.251367,,,,48947,36927.505,0.7544379999999999,-10069,48947,1359.375,0.027771999999999998,-10069
28607,cosmics,20240812T022339Z,v09_91_02d01,,32,134.584,4.20575,6,24.331,4.055166,32,23.073,0.721031,0,32,0.889,0.027781,0
28608,physics,20240812T025919Z,v09_91_02d01,,3656,15517.333,4.244346999999999,,,,3656,2756.462,0.753955,0,3656,100.947,0.027611,0
28609,physics,20240812T063121Z,v09_91_02d01,,1248,5290.552,4.239224,,,,1244,939.14,0.7549349999999999,-4,1244,33.818,0.027184,-4
28610,physics,20240812T111016Z,v09_91_02d01,,6600,28016.367,4.244904,,,,6592,4887.429,0.741418,-8,6592,180.874,0.027437999999999997,-8
28612,physics,20240812T222204Z,v09_91_02d01,,920,3894.679,4.233345999999999,,,,909,673.216,0.740611,-11,909,25.121,0.027635,-11
28613,cosmics,20240813T023122Z,v09_91_02d01,,2570,10893.596,4.238753,486,2050.365,4.218858,2570,1866.044,0.726087,0,2570,71.682,0.027891,0
28614,physics,20240813T035738Z,v09_91_02d01,,1696,7202.028,4.246478,,,,1688,1258.466,0.745536,-8,1688,48.147,0.028523,-8
28615,physics,20240813T060730Z,v09_91_02d01,,208,863.755,4.152667999999999,,,,208,151.324,0.727519,0,208,5.901,0.02837,0
28616,cosmics,20240813T070046Z,v09_91_02d01,,24,82.121,3.421708,6,22.689,3.7815,24,14.232,0.593,0,24,0.58,0.024166,0
28617,cosmics,20240813T082038Z,v09_91_02d01,,968,4095.285,4.230666,163,687.572,4.218233000000001,967,700.56,0.724467,-1,967,26.778,0.027691,-1
28621,cosmics,20240813T084332Z,v09_91_02d01,,1472,6196.798,4.2097809999999996,322,1352.287,4.199649,1471,582.625,0.39607400000000004,-1,1470,53.74,0.036557,-2
28622,calibration,20240813T090239Z,unknown,,8,6.922,0.86525,,,,,,,,,,,
28623,calibration,20240813T090715Z,unknown,,8,6.923,0.865375,,,,,,,,,,,
28624,calibration,20240813T091150Z,unknown,,8,6.926,0.86575,,,,,,,,,,,
28625,calibration,20240813T091626Z,unknown,,8,6.922,0.86525,,,,,,,,,,,
28626,calibration,20240813T092103Z,unknown,,8,6.923,0.865375,,,,,,,,,,,
28627,calibration,20240813T092849Z,unknown,,8,2.308,0.2885,,,,,,,,,,,
28628,calibration,20240813T093330Z,unknown,,8,2.312,0.289,,,,,,,,,,,
28629,calibration,20240813T093857Z,unknown,,8,2.313,0.289125,,,,,,,,,,,
28631,calibration,20240813T094617Z,unknown,,8,2.312,0.289,,,,,,,,,,,
28632,calibration,20240813T095144Z,unknown,,8,2.314,0.28925,,,,,,,,,,,
28633,calibration,20240813T101023Z,unknown,,1,1.092,1.092,,,,,,,,,,,
28634,calibration,20240813T101554Z,unknown,,1,1.092,1.092,,,,,,,,,,,
28635,calibration,20240813T102126Z,unknown,,1,1.092,1.092,,,,,,,,,,,
28636,calibration,20240813T102655Z,unknown,,1,1.092,1.092,,,,,,,,,,,
28637,calibration,20240813T104335Z,unknown,,1,1.069,1.069,,,,,,,,,,,
28638,calibration,20240813T104905Z,unknown,,1,1.091,1.091,,,,,,,,,,,
28639,calibration,20240813T105433Z,unknown,,1,1.092,1.092,,,,,,,,,,,
28640,calibration,20240813T110013Z,unknown,,1,1.092,1.092,,,,,,,,,,,
28641,calibration,20240813T110552Z,unknown,,8,2.318,0.28975,,,,,,,,,,,
28642,calibration,20240813T111026Z,unknown,,8,2.31,0.28875,,,,,,,,,,,
28643,cosmics,20240813T120614Z,unknown,,,,,381,1611.456,4.229543,,,,,,,,
28644,calibration,20240813T111459Z,unknown,,8,0.009,0.001125,,,,,,,,,,,
28645,calibration,20240813T111934Z,unknown,,8,2.317,0.289625,,,,,,,,,,,
28646,calibration,20240813T112415Z,unknown,,8,2.318,0.28975,,,,,,,,,,,
28647,calibration,20240813T112854Z,unknown,,8,2.319,0.289875,,,,,,,,,,,
28648,calibration,20240813T113332Z,unknown,,8,6.94,0.8675,,,,,,,,,,,
28649,calibration,20240813T113809Z,unknown,,8,6.936,0.867,,,,,,,,,,,
28650,calibration,20240813T114245Z,unknown,,8,6.94,0.8675,,,,,,,,,,,
28651,calibration,20240813T114721Z,unknown,,8,6.936,0.867,,,,,,,,,,,
28652,calibration,20240813T115158Z,unknown,,8,6.936,0.867,,,,,,,,,,,
28653,calibration,20240813T124703Z,unknown,,1,1.092,1.092,,,,,,,,,,,
28654,calibration,20240813T125236Z,unknown,,1,1.069,1.069,,,,,,,,,,,
28655,calibration,20240813T125808Z,unknown,,1,1.091,1.091,,,,,,,,,,,
28656,calibration,20240813T130343Z,unknown,,1,1.092,1.092,,,,,,,,,,,
28657,calibration,20240813T130917Z,unknown,,8,2.311,0.288875,,,,,,,,,,,
28658,calibration,20240813T131350Z,unknown,,8,2.311,0.288875,,,,,,,,,,,
28659,calibration,20240813T131824Z,unknown,,8,2.311,0.288875,,,,,,,,,,,
28660,calibration,20240813T132259Z,unknown,,8,2.311,0.288875,,,,,,,,,,,
28661,calibration,20240813T132737Z,unknown,,8,2.312,0.289,,,,,,,,,,,
28662,calibration,20240813T133213Z,unknown,,8,2.306,0.28825,,,,,,,,,,,
28663,calibration,20240813T133650Z,unknown,,8,6.92,0.865,,,,,,,,,,,
28664,calibration,20240813T134127Z,unknown,,8,6.92,0.865,,,,,,,,,,,
28665,calibration,20240813T134603Z,unknown,,8,6.92,0.865,,,,,,,,,,,
28666,calibration,20240813T135039Z,unknown,,8,6.92,0.865,,,,,,,,,,,
28667,calibration,20240813T135515Z,unknown,,8,6.92,0.865,,,,,,,,,,,
28668,cosmics,20240813T141232Z,unknown,,,,,204,858.313,4.207416,,,,,,,,
28671,physics,20240813T162456Z,v09_91_02d01,,3176,13483.908,4.245562,,,,3171,2354.781,0.742598,-5,3171,88.02,0.027757,-5
28673,cosmics,20240814T004148Z,v09_91_02d01,,968,4100.877,4.236443,162,685.313,4.230327,962,697.759,0.725321,-6,962,27.07,0.028139,-6
28674,cosmics,20240814T020029Z,unknown,,,,,2,7.698,3.849,,,,,,,,
